advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-06-17,2,563.0,700,ground out of 1,canberra,unfurnished,bachelors/family,1,contact owner,level 0,2,mason state highway,freeway,mrs.,krystal,shaw,f,0471.479.699,bridget90@example.com
2022-06-04,3,578.0,1200,1 out of 3,canberra,semi-furnished,bachelors/family,1,contact owner,suite 691,3,marshall loop,way,mrs.,nancy,brown,f,11981660,hmoore@example.org
2022-06-21,2,565.0,450,1 out of 2,canberra,unfurnished,bachelors,1,contact owner,flat 37,5,george gate,wade,dr.,edwin,ford,m,3008 3114,sheila98@example.net
2022-06-23,1,572.0,500,2 out of 2,canberra,furnished,bachelors,1,contact agent,37/,82,hoffman ridgeway,mew,mr.,sana,rana,m,+61.495.781.659,youngadam@example.net
2022-04-24,3,571.0,1000,ground out of 1,canberra,unfurnished,bachelors/family,2,contact owner,apt. 215,0,peterson access,lower,mrs.,pamela,bowman,f,+61298886635,karen32@example.org
2022-06-04,2,569.0,750,ground out of 1,canberra,unfurnished,bachelors,1,contact owner,4/,17,kenneth steps,retreat,dr.,david,fields,m,(07) 0112 6767,andrewponce@example.com
2022-06-24,1,563.0,450,ground out of 2,canberra,unfurnished,family,1,contact owner,flat 25,513,smith strip,byway,miss,vardaniya,sandal,f,+61.413.646.157,millerbrittany@example.com
2022-06-19,3,581.0,1000,1 out of 2,canberra,unfurnished,bachelors,2,contact agent,unit 15,68,john freeway,parade,mr.,john,fields,m,0449.669.757,donaldblackburn@example.com
2022-06-21,1,564.0,550,1 out of 2,canberra,unfurnished,bachelors/family,2,contact owner,unit 95,0,amy pocket,mount,mr.,bradley,espinoza,m,(08) 3277 5566,kenneth83@example.org
2022-06-04,1,559.0,200,2 out of 3,canberra,unfurnished,bachelors/family,1,contact owner,apt. 012,61,johnson parklands,quays,nan,karen,moore,u,0705310133,joshuacombs@example.com
2022-06-22,2,587.0,1000,1 out of 1,canberra,furnished,bachelors/family,2,contact owner,073/,205,cole circlet,view,ms.,jessica,fry,f,+61 472 896 906,jocelyn98@example.org
2022-05-27,2,571.0,680,ground out of 2,canberra,unfurnished,bachelors/family,2,contact owner,61/,95,amy lower,heights,mrs.,amy,allen,f,4207-0141,riverafelicia@example.org
2022-06-17,2,566.0,720,ground out of 1,canberra,unfurnished,bachelors/family,2,contact owner,apt. 007,9,brenda interchange,bridge,mrs.,molly,adams,f,+61-2-5552-8243,hcarter@example.com
2022-06-20,2,560.0,500,4 out of 5,canberra,unfurnished,bachelors,1,contact owner,8/,54,rebecca heights,view,dr.,lisa,duncan,f,0415.125.034,christopher40@example.com
2022-05-19,1,559.0,160,ground out of 1,canberra,unfurnished,bachelors/family,1,contact owner,apt. 799,5,keith byway,block,nan,brian,miller,u,+61.404.857.553,paynelisa@example.org
2022-06-19,2,573.0,1200,1 out of 2,canberra,unfurnished,bachelors/family,2,contact agent,apt. 876,25,camacho centreway,viaduct,nan,mark,chan,u,9009.4541,andrewyoung@example.org
2022-06-17,1,578.0,700,ground out of 4,canberra,furnished,bachelors/family,1,contact owner,415/,6,samuel gap,cul-de-sac,nan,kevin,haynes,u,7515-8179,kimberly13@example.org
2022-06-13,1,560.0,1000,ground out of 1,canberra,semi-furnished,bachelors/family,1,contact owner,339/,296,amanda glen,bend,nan,ricardo,ortiz,u,0432-938-554,hpark@example.com
2022-06-16,2,576.0,1250,ground out of 1,canberra,unfurnished,bachelors/family,2,contact agent,219/,28,cook driveway,amble,nan,yesenia,hamilton,u,(07)58371232,rhodesgeorge@example.net
2022-06-04,2,582.0,700,ground out of 2,canberra,semi-furnished,bachelors/family,1,contact owner,7/,6,smith strand,circus,nan,stacy,peck,u,6948.8346,galvarez@example.com
2022-06-16,1,561.0,450,ground out of 2,canberra,unfurnished,bachelors/family,1,contact owner,level 5,9,kemp basin,ronde,mr.,andrew,bass,m,+61 3 7311 5054,carlasmith@example.org
2022-06-04,2,574.0,839,1 out of 3,canberra,semi-furnished,bachelors/family,2,contact owner,flat 11,99,watson rise,upper,mrs.,kristy,martin,f,7395 5486,kimberly78@example.net
2022-05-06,1,562.0,1800,ground out of 2,canberra,unfurnished,bachelors/family,1,contact owner,66/,15,russell terrace,promenade,nan,daniel,anderson,u,(02).3897.4853,rachelweaver@example.net
2022-05-10,2,566.0,800,1 out of 2,canberra,unfurnished,bachelors/family,2,contact owner,flat 83,6,jeffrey extension,gap,dr.,michelle,buchanan,f,0086.8356,nancy03@example.org
2022-05-27,1,562.0,500,ground out of 1,canberra,semi-furnished,bachelors/family,1,contact owner,flat 95,466,miller tollway,common,dr.,darius,hardy,m,0418-239-667,alexander13@example.org
2022-05-22,2,566.0,620,ground out of 1,canberra,unfurnished,bachelors,1,contact owner,unit 47,0,olsen glen,byway,dr.,alexandria,thomas,f,7624-7536,ujohnston@example.net
2022-04-24,2,567.0,650,2 out of 3,canberra,unfurnished,bachelors/family,1,contact owner,level 5,117,johnson junction,vale,mrs.,donna,lopez,f,+61 2 1978 3377,michaelsexton@example.net
2022-05-23,1,565.0,550,1 out of 2,canberra,semi-furnished,bachelors/family,1,contact agent,flat 51,19,miller gap,spur,ms.,cynthia,rhodes,f,+61.7.4773.7915,vanderson@example.com
2022-04-24,3,574.0,1350,1 out of 2,canberra,unfurnished,family,2,contact owner,level 7,62,harris quadrant,ride,mrs.,alicia,martin,f,+61.7.7687.8494,vbarron@example.com
2022-05-06,2,564.0,600,2 out of 2,canberra,semi-furnished,bachelors/family,2,contact owner,52/,200,kenneth grange,retreat,dr.,jeremy,dunn,m,07.6235.3246,tward@example.net
2022-05-31,3,568.0,1200,2 out of 4,canberra,furnished,bachelors/family,1,contact owner,unit 01,599,peterson end,gardens,mrs.,brandi,howard,f,+61 426 842 389,asantiago@example.net
2022-06-19,2,563.0,600,ground out of 3,canberra,semi-furnished,bachelors/family,1,contact owner,apt. 223,7,stevens ridgeway,causeway,mr.,james,hood,m,0805761472,hwilson@example.org
2022-06-19,2,571.0,900,1 out of 3,canberra,unfurnished,bachelors/family,2,contact owner,flat 92,21,reilly villas,circuit,nan,joanne,hale,u,0409 182 130,meganjohnson@example.net
2022-05-31,2,563.0,750,ground out of 1,canberra,unfurnished,bachelors/family,1,contact owner,flat 65,10,rodriguez wynd,dale,nan,denise,harris,u,2715-8180,choiryan@example.org
2022-05-31,3,571.0,1000,2 out of 2,canberra,semi-furnished,bachelors/family,3,contact owner,unit 72,2,anderson place,circus,dr.,mary,oconnor,f,+61726331390,cbowen@example.org
2022-06-03,2,565.0,600,ground out of 2,canberra,semi-furnished,bachelors/family,1,contact owner,7/,8,gardner retreat,route,nan,annette,werner,u,8189-4292,timothy93@example.com
2022-06-24,2,562.0,450,2 out of 3,canberra,unfurnished,bachelors,1,contact owner,suite 914,7,lauren viaduct,siding,dr.,michael,peterson,m,+61-446-820-259,anthonymorales@example.com
2022-06-11,3,566.0,800,ground out of 2,canberra,unfurnished,bachelors/family,2,contact owner,suite 932,61,myers crossway,chase,mrs.,sandra,jones,f,+61-2-3993-2535,johnsonjennifer@example.net
2022-06-19,3,583.0,1000,ground out of 3,canberra,semi-furnished,bachelors/family,2,contact owner,suite 326,0,deborah freeway,alleyway,mr.,derek,morris,m,(08)-3984-2292,davidnguyen@example.com
2022-06-19,2,564.0,1000,ground out of 3,canberra,unfurnished,bachelors/family,1,contact owner,apt. 051,85,henry front,broadway,nan,nicolas,casey,u,+61 491 132 370,harmondanielle@example.org
2022-06-25,3,587.0,1400,5 out of 5,canberra,furnished,bachelors,3,contact agent,apt. 310,3,petersen mews,square,dr.,mnumzane,lungile,f,9858.9010,vsmith@example.com
2022-06-11,2,564.0,600,1 out of 4,canberra,semi-furnished,bachelors,1,contact owner,unit 66,2,lopez crossroad,view,dr.,anna,myers,f,+61-417-957-559,mark61@example.net
2022-06-13,2,574.0,723,ground out of 3,canberra,furnished,family,1,contact owner,35/,13,mary gates,loop,mr.,john,mcdaniel,m,+61838839973,hornediana@example.org
2022-06-19,1,563.0,320,ground out of 2,canberra,unfurnished,bachelors/family,1,contact owner,unit 79,3,larsen garden,pathway,nan,laura,carter,u,+61.405.659.342,perezian@example.com
2022-06-17,2,565.0,900,ground out of 3,canberra,semi-furnished,bachelors/family,1,contact owner,level 3,4,bishop range,retreat,dr.,mark,robinson,m,+61-486-143-946,trevinobenjamin@example.org
2022-05-27,3,606.0,1400,ground out of 2,canberra,furnished,bachelors/family,2,contact agent,level 2,4,david pathway,arcade,dr.,grace,pollard,f,+61-483-673-921,ylane@example.com
2022-06-22,2,574.0,650,ground out of 2,canberra,semi-furnished,bachelors/family,1,contact owner,891/,8,amy anchorage,arcade,nan,carmen,johnson,u,90196660,kthompson@example.net
2022-06-16,2,564.0,800,1 out of 1,canberra,semi-furnished,bachelors/family,1,contact owner,273/,86,thomas quadrant,road,nan,lisa,white,u,+61-8-9578-5239,brianweiss@example.net
2022-06-08,3,565.0,800,2 out of 3,canberra,semi-furnished,bachelors/family,1,contact owner,58/,5,gilmore driveway,reserve,dr.,trevor,mcdaniel,m,+61.7.2896.2851,brichard@example.org
2022-05-05,1,562.0,500,ground out of 2,canberra,unfurnished,bachelors/family,1,contact owner,flat 87,483,gonzalez route,junction,mrs.,darlene,turner,f,+61-2-0628-2897,kennethbrown@example.com
2022-04-27,1,563.0,130,ground out of 2,canberra,semi-furnished,bachelors/family,1,contact owner,flat 07,4,chambers mall,pathway,mrs.,ann,stevens,f,0449.606.135,watkinssandra@example.org
2022-05-14,1,574.0,505,ground out of 3,canberra,furnished,bachelors/family,1,contact owner,suite 880,0,anderson circus,way,miss,vanessa,hoffman,f,+61.3.9886.0979,ckim@example.org
2022-05-22,3,594.0,1250,ground out of 2,canberra,unfurnished,bachelors/family,2,contact owner,unit 89,20,novak freeway,park,nan,susan,wheeler,u,08.9081.9728,ericadavis@example.net
2022-06-15,1,562.0,700,ground out of 2,canberra,unfurnished,bachelors/family,1,contact owner,unit 78,26,cox path,junction,mrs.,ashley,garner,f,9455 2126,melissahancock@example.com
2022-06-12,2,574.0,900,ground out of 1,canberra,unfurnished,bachelors,1,contact owner,2/,3,robert roadside,subway,ms.,michelle,thompson,f,(03) 0590 8931,wwhite@example.net
2022-05-07,2,564.0,450,ground out of 3,canberra,unfurnished,bachelors/family,1,contact owner,4/,29,mckenzie tor,heights,nan,maxime,pilon,u,0842867690,mark13@example.org
2022-06-25,1,564.0,350,1 out of 2,canberra,semi-furnished,bachelors/family,1,contact owner,apt. 401,0,andrew anchorage,port,mr.,michael,mooney,m,(02).9582.8518,mwilliams@example.org
2022-06-12,1,578.0,480,1 out of 2,canberra,furnished,bachelors,2,contact owner,level 5,5,tara wynd,port,nan,kimberly,obrien,u,+61.3.1277.3856,josephcunningham@example.net
2022-05-24,1,557.0,200,ground out of 2,canberra,semi-furnished,bachelors/family,1,contact owner,35/,12,martinez piazza,circus,dr.,mark,simmons,m,6141-8590,emccoy@example.net
2022-06-06,3,587.0,1100,2 out of 3,canberra,unfurnished,bachelors/family,3,contact owner,apt. 826,46,william dell,court,dr.,daniel,jones,m,(02)97739838,riverasteven@example.net
2022-04-28,2,571.0,800,1 out of 2,canberra,unfurnished,bachelors/family,1,contact owner,33/,47,brooks avenue,ride,nan,eric,haas,u,(03) 5356 7525,cindy69@example.com
2022-06-26,3,568.0,1190,1 out of 2,canberra,unfurnished,bachelors/family,2,contact owner,unit 64,7,joshua glade,dell,nan,mark,robinson,u,+61-401-226-041,zreynolds@example.org
2022-05-17,2,573.0,900,ground out of 2,canberra,unfurnished,bachelors,2,contact agent,unit 83,385,moore cove,pass,dr.,lindsay,newman,f,8108.3245,byoung@example.org
2022-05-28,2,574.0,1500,ground out of 2,canberra,unfurnished,bachelors/family,2,contact owner,flat 58,574,patricia wade,chase,dr.,philip,fry,m,+61-3-4210-1117,nguyenmatthew@example.com
2022-05-15,2,564.0,600,2 out of 3,canberra,unfurnished,bachelors/family,1,contact owner,unit 84,2,brent upper,turn,nan,joshua,macias,u,0429.474.917,michael75@example.net
2022-05-14,3,568.0,800,ground out of 4,canberra,unfurnished,bachelors/family,1,contact owner,54/,9,joel gap,amble,nan,jayesh,bajaj,u,07.2403.2867,paul11@example.com
2022-05-09,2,569.0,800,1 out of 2,canberra,unfurnished,family,2,contact owner,393/,3,stephen expressway,cutting,ms.,jessica,young,f,(07)-9346-9468,anthonyjackson@example.com
2022-06-11,3,568.0,900,ground out of 3,canberra,semi-furnished,bachelors/family,2,contact owner,flat 63,64,timothy promenade,viaduct,nan,todd,baird,u,0483 582 361,lisaholmes@example.com
2022-04-24,1,562.0,350,ground out of 3,canberra,semi-furnished,bachelors/family,1,contact owner,unit 23,31,nicole grange,port,mrs.,mary,white,f,0415-302-221,phillipdiaz@example.com
2022-06-23,2,581.0,1600,ground out of 3,canberra,unfurnished,bachelors,2,contact owner,unit 60,7,justin intersection,strip,nan,jessica,walton,u,0450-617-664,zbruce@example.org
2022-04-23,2,581.0,700,1 out of 2,canberra,furnished,bachelors/family,1,contact owner,17/,435,curtis edge,outlook,nan,mark,martinez,u,+61 460 972 480,joshua27@example.com
2022-05-09,2,571.0,1000,1 out of 3,canberra,semi-furnished,bachelors/family,1,contact owner,unit 28,0,reynolds follow,track,mr.,david,ball,m,(08)-2892-3125,lyonscatherine@example.com
2022-05-05,1,559.0,500,ground out of 1,canberra,semi-furnished,bachelors/family,1,contact owner,71/,61,robert elbow,walk,dr.,leslie,brewer,f,+61 465 491 795,bryanmorris@example.com
2022-05-20,3,581.0,1200,ground out of 1,canberra,semi-furnished,bachelors,2,contact owner,64/,7,williams ride,outlook,mr.,shane,smith,m,0428.936.314,jeffrey95@example.com
2022-06-10,1,567.0,450,ground out of 2,canberra,unfurnished,bachelors,1,contact agent,level 5,454,emily landing,walkway,nan,christy,holmes,u,9257 6478,andresexton@example.com
2022-06-25,3,572.0,950,ground out of 2,canberra,unfurnished,bachelors/family,2,contact owner,apt. 061,70,richard towers,edge,mr.,david,baker,m,+61 490 004 399,websterwendy@example.com
2022-06-03,1,567.0,450,ground out of 3,canberra,unfurnished,bachelors/family,1,contact agent,suite 182,0,navarro lane,corso,mrs.,mary,schwartz,f,(07)-0493-4125,mary88@example.org
2022-05-03,1,567.0,550,ground out of 2,canberra,semi-furnished,bachelors,1,contact owner,flat 07,12,steven riviera,circlet,miss,katelyn,figueroa,f,08 6776 3267,amanda98@example.net
2022-05-19,2,568.0,300,ground out of 1,canberra,unfurnished,bachelors,1,contact owner,apt. 751,307,taylor basin,turn,mrs.,linda,sharp,f,0887846071,gwalker@example.net
2022-05-09,3,574.0,1250,ground out of 3,canberra,semi-furnished,bachelors/family,2,contact owner,apt. 753,46,megan gates,rise,mr.,edward,mullins,m,+61.469.871.474,jennifer63@example.com
2022-06-22,2,564.0,700,2 out of 3,canberra,unfurnished,bachelors/family,1,contact owner,2/,4,cervantes roadway,slope,mrs.,abram,reddy,f,0418.117.489,stevengarcia@example.com
2022-05-31,3,565.0,812,ground out of 3,canberra,unfurnished,bachelors/family,2,contact owner,7/,5,massey circus,range,mr.,johnny,thomas,m,+61.470.316.643,danielle30@example.org
2022-05-05,2,562.0,600,ground out of 2,canberra,unfurnished,bachelors/family,1,contact owner,level 0,469,keith courtyard,ronde,nan,brian,combs,u,7953 7478,jacquelineoconnor@example.com
2022-06-10,2,566.0,700,ground out of 2,canberra,semi-furnished,bachelors/family,2,contact owner,988/,415,ellis quay,roadway,nan,kelly,david,u,5036 7747,kstout@example.net
2022-06-06,3,576.0,1200,ground out of 2,canberra,unfurnished,bachelors/family,2,contact agent,150/,5,james rotary,brace,mr.,john,walter,m,+61-469-151-179,xcooper@example.org
2022-05-23,2,573.0,800,ground out of 3,canberra,unfurnished,bachelors/family,2,contact owner,12/,616,krystal promenade,copse,nan,melanie,wood,u,(02).2560.1684,rhondaharris@example.org
2022-06-16,1,565.0,300,ground out of 1,canberra,furnished,bachelors,1,contact agent,unit 58,34,gary mew,subway,mr.,casey,wood,m,3344 1674,christopher38@example.com
2022-05-30,1,565.0,600,1 out of 2,canberra,furnished,bachelors/family,1,contact owner,1/,76,clark quay,boulevard,mr.,charles,cameron,m,+61.7.4121.4955,steven41@example.net
2022-06-08,1,559.0,350,ground out of 3,canberra,unfurnished,bachelors/family,1,contact owner,level 1,16,santiago arcade,block,nan,timothy,taylor,u,(03) 6427 9622,conniekrause@example.org
2022-06-14,1,560.0,500,1 out of 3,canberra,unfurnished,bachelors,1,contact owner,unit 29,94,morgan square,route,nan,taylor,hart,u,0443-825-725,chandlerdonna@example.com
2022-06-10,1,564.0,400,1 out of 1,canberra,unfurnished,bachelors/family,1,contact owner,level 2,50,fowler path,ramp,dr.,shawn,payne,m,02 3361 4906,hillchloe@example.com
2022-05-04,3,581.0,1750,ground out of 3,canberra,semi-furnished,bachelors/family,3,contact owner,flat 37,96,luis part,ride,mr.,christopher,mcdonald,m,+61854066284,diazandrew@example.net
2022-05-04,3,594.0,1600,3 out of 3,canberra,unfurnished,bachelors/family,2,contact owner,4/,7,tanner tarn,rosebowl,dr.,robert,clements,m,0539.6429,cruzkimberly@example.net
2022-06-13,1,565.0,300,ground out of 2,canberra,semi-furnished,bachelors/family,1,contact agent,apt. 052,0,hale piazza,tarn,nan,christina,roman,u,(07)71735640,gina78@example.com
2022-06-25,2,573.0,1100,1 out of 3,canberra,semi-furnished,bachelors/family,2,contact owner,unit 21,369,michael lees,brow,nan,john,hill,u,03-7466-4029,romanjennifer@example.com
2022-06-22,2,564.0,830,ground out of 3,canberra,unfurnished,bachelors/family,1,contact owner,level 1,49,angela street,rosebowl,miss,john,mason-fulton,f,9188 6356,jeremiah62@example.net
2022-05-20,2,564.0,600,ground out of 2,canberra,semi-furnished,bachelors/family,2,contact owner,unit 08,70,anthony lees,plaza,mrs.,jennifer,obrien,f,+61257847956,staceyroberts@example.net
2022-06-22,1,566.0,850,ground out of 1,canberra,unfurnished,bachelors,2,contact owner,unit 41,579,bennett turn,dip,ms.,sandra,welch,f,02-7526-8129,jorgegarcia@example.net
2022-06-15,2,571.0,1200,ground out of 1,canberra,unfurnished,bachelors/family,1,contact owner,87/,82,adams point,park,nan,michelle,holmes,u,+61.440.430.989,barbaramorris@example.com
2022-06-15,3,581.0,1050,ground out of 1,canberra,unfurnished,bachelors,2,contact agent,18/,628,kim way,brae,miss,margaret,allen,f,+61.3.6029.1415,alishagarrett@example.net
2022-05-20,2,563.0,960,ground out of 2,canberra,semi-furnished,bachelors/family,2,contact owner,0/,6,carter anchorage,byway,mr.,robert,wolfe,m,01592682,paulmary@example.com
2022-05-30,2,562.0,650,1 out of 1,canberra,unfurnished,bachelors/family,2,contact owner,level 3,0,sarah distributor,foreshore,nan,kyle,miller,u,+61763220195,vmorton@example.com
2022-05-21,1,564.0,550,ground out of 2,canberra,semi-furnished,bachelors/family,1,contact owner,618/,46,acosta corner,reach,nan,richard,schroeder,u,9016-8784,margaretrichard@example.net
2022-04-25,1,564.0,450,3 out of 4,canberra,unfurnished,family,1,contact owner,700/,57,brown intersection,freeway,dr.,joseph,washington,m,07 5389 2677,alisharogers@example.org
2022-04-25,2,572.0,1000,1 out of 2,canberra,semi-furnished,bachelors/family,3,contact owner,level 0,272,payne entrance,common,mr.,charles,rubio,m,0260706078,matthew66@example.org
2022-05-24,2,564.0,500,1 out of 3,canberra,unfurnished,bachelors/family,1,contact owner,107/,5,tony view,roadside,nan,laura,murray,u,03-1235-5586,cbarrett@example.org
